RESPID,MODE,LANGUAGE,LANGUAGEINITIAL,STRATUM,INTERVIEW_START,INTERVIEW_END,ECON1MOD,ECON1BMOD,COMTYPE2,UNITY,CRIMESAFE,GOVPROTCT,MOREGUNIMPACT,FIN_SIT,VET1,VOL12_CPS,EMINUSE,INTMOB,INTFREQ,INTFREQ_COLLAPSED,HOME4NW2,BBHOME,SMUSE_FB,SMUSE_YT,SMUSE_X,SMUSE_IG,SMUSE_SC,SMUSE_WA,SMUSE_TT,SMUSE_RD,SMUSE_BSK,SMUSE_TH,SMUSE_TS,RADIO,DEVICE1A,SMART2,NHISLL,RELIG,RELIGCAT1,BORN,ATTENDPER,ATTENDONLINE2,RELIMP,PRAY,EDUCCAT,REGISTRATION,PARTY,PARTYLN,PARTYSUM,HISP,RACECMB,RACETHN,AGEGRP,AGECAT,BIRTHPLACE,GENDER,ADULTS,VOTED2024,VOTEGEN_POST,INC_SDT1,CREGION,METRO,BASEWT,WEIGHT
18033,1,1,9,6,3/14/2025,3/14/2025,4,2,1,2,5,2,1,4,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,1,1,2,1,1,1,3,5,1,2,1,1,2,,2,1,4,3,1,1,1,2,2,1,2,1,1,1,0.783130842,0.8674477
1267,3,1,10,6,3/12/2025,3/12/2025,2,2,3,1,3,2,1,2,2,1,1,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,3,1,2,,2,2,2,2,12,4,1,2,3,1,2,1,1,1,2.349392525,2.129691234
184,1,1,9,2,3/10/2025,3/10/2025,3,3,2,2,3,2,3,2,4,2,1,1,3,3,99,,1,1,2,1,1,2,1,1,2,2,2,1,1,1,2,12,3,2,6,6,3,5,2,1,1,,1,2,1,1,2,1,1,2,2,1,99,99,3,1,0.577363669,1.66271332
4950,3,1,9,10,3/21/2025,3/21/2025,1,1,3,2,1,2,3,1,4,2,1,1,5,4,2,,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,3,2,1,1,1,1,3,1,1,2,1,1,9,3,1,1,1,1,3,3,3,1,0.802200473,0.177564841
5394,1,1,9,1,2/24/2025,2/24/2025,3,1,1,2,3,1,2,2,4,2,1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,2,2,1,1,1,1,12,3,2,3,5,1,1,3,2,2,,2,1,2,3,3,2,1,1,1,2,,5,3,1,0.08008215,0.327512662
15213,2,1,,10,5/27/2025,5/27/2025,3,1,3,2,1,1,3,3,4,2,1,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,4,4,1,1,2,1,1,,1,2,1,1,9,3,1,2,3,1,1,1,2,2,2.406601419,1.115680052
2846,1,1,9,10,3/19/2025,3/19/2025,3,2,2,2,2,2,1,2,4,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,1,2,6,6,3,6,1,1,2,,2,2,2,2,3,2,1,1,2,1,2,8,3,1,0.802200473,1.006064533
3205,1,1,9,10,3/6/2025,3/6/2025,2,1,2,2,2,2,1,2,4,1,1,1,1,1,1,2,1,1,2,1,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,4,1,1,1,1,3,2,2,2,1,1,4,2,1,2,2,1,2,5,4,1,0.802200473,0.773821043
300,1,1,9,10,3/1/2025,3/1/2025,4,3,2,2,2,2,1,4,4,1,1,1,2,2,1,2,1,1,2,1,1,1,2,2,2,1,2,1,1,1,2,12,3,2,6,6,3,6,2,2,3,1,1,1,1,3,4,2,1,2,1,2,,1,4,1,0.401100237,0.747658827
14691,1,1,9,10,3/8/2025,3/8/2025,4,2,3,2,3,2,1,4,4,2,1,1,1,1,2,,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,9,3,2,6,6,4,7,3,1,2,,2,2,1,1,10,4,1,2,1,2,,1,2,1,0.401100237,0.451688158
4125,1,1,9,9,2/25/2025,2/25/2025,3,1,3,2,2,2,2,2,4,1,1,1,2,2,1,2,1,1,1,1,2,1,2,2,2,2,1,1,1,1,2,1,1,1,2,5,1,1,1,1,1,,1,1,1,3,9,3,1,2,3,1,1,4,2,1,0.676350894,0.325890107
4334,1,1,9,10,2/24/2025,2/24/2025,3,1,1,2,2,2,3,2,4,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,2,1,1,2,4,99,1,2,1,1,3,1,1,2,1,1,8,3,1,2,2,1,1,6,1,1,0.802200473,0.548165074
966,2,1,,10,6/13/2025,6/13/2025,2,2,3,2,2,2,1,2,4,1,1,1,2,2,1,2,2,1,2,1,1,1,2,2,2,2,2,1,1,1,2,12,3,2,5,6,4,6,1,1,2,,2,2,1,1,4,2,1,2,2,1,99,99,4,2,1.604400946,1.583772856
6020,1,1,9,5,3/3/2025,3/3/2025,4,2,1,2,3,2,2,2,4,1,1,1,3,3,1,2,1,1,2,1,1,1,1,2,2,2,2,1,1,1,2,12,3,2,6,6,4,7,2,2,4,1,1,1,99,3,4,2,1,1,3,2,,8,4,1,0.937231166,2.493599537
18477,2,1,9,10,5/21/2025,5/21/2025,2,3,2,2,3,2,1,3,4,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,2,2,1,1,2,8,4,2,4,4,2,2,1,1,2,,2,2,3,5,6,2,4,2,4,1,2,2,4,1,2.406601419,1.877526796
4620,1,1,9,10,3/24/2025,3/24/2025,4,2,2,2,3,2,1,2,4,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,2,2,1,1,1,2,10,3,2,6,6,4,6,1,1,2,,2,2,1,1,8,3,1,1,2,1,2,8,2,1,0.802200473,0.401966191
1239,2,1,,10,5/1/2025,5/1/2025,2,1,2,1,2,1,2,1,4,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,5,6,2,6,2,1,1,,1,2,1,1,5,2,1,1,2,1,1,8,2,1,1.604400946,1.665211073
14636,1,1,9,1,4/7/2025,4/7/2025,3,2,1,2,3,2,3,2,4,2,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,3,2,1,1,3,1,2,,2,2,2,2,11,4,1,2,1,1,2,2,3,2,0.08008215,0.068940742
2228,2,1,,10,5/5/2025,5/5/2025,2,2,2,2,2,2,1,2,4,1,1,1,2,2,1,2,1,1,1,1,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,5,1,2,1,1,3,2,2,2,1,1,4,2,1,2,2,1,2,5,3,2,1.604400946,1.289509658
17131,2,1,9,9,5/23/2025,5/23/2025,3,1,3,2,3,2,3,2,4,2,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,6,1,1,3,1,1,,1,2,1,1,9,3,1,2,4,2,,2,2,1,1.352701788,1.599833409
15389,2,1,,10,5/5/2025,5/5/2025,3,1,2,2,4,2,1,4,4,2,1,1,2,2,1,99,99,99,99,99,99,99,99,99,99,99,99,2,1,1,99,2,2,2,3,1,1,3,3,1,1,,1,1,99,3,7,3,4,2,2,2,,2,3,1,1.604400946,3.684548161
12903,1,1,9,10,2/27/2025,2/27/2025,2,2,3,2,1,2,1,1,4,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,9,3,2,6,6,4,7,1,1,2,,2,2,1,1,7,3,1,1,2,1,2,8,1,1,0.802200473,0.487806197
574,1,1,9,10,2/22/2025,2/22/2025,1,1,2,2,1,1,2,1,4,1,1,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,3,6,2,6,1,1,1,,1,2,1,1,11,4,1,1,2,1,1,8,1,1,0.802200473,0.281964935
10556,1,1,9,3,3/27/2025,3/27/2025,2,1,1,1,3,2,1,4,4,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,2,1,1,1,4,1,1,3,2,1,2,,2,2,2,2,8,3,1,2,5,1,2,1,1,1,0.707156813,0.527187111
12423,1,1,9,4,2/27/2025,2/27/2025,2,3,3,2,3,2,3,3,4,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,2,2,1,1,1,12,3,2,6,6,3,7,2,1,2,,2,2,4,4,1,1,1,2,2,1,2,1,3,2,0.840775559,1.449124724
15424,1,1,9,10,2/18/2025,2/18/2025,3,2,2,2,3,2,1,2,4,1,1,1,2,2,1,2,1,1,2,1,2,1,2,2,2,2,2,1,1,1,2,1,1,1,4,6,2,1,1,1,2,,2,1,1,3,13,4,4,2,1,1,2,1,3,1,0.401100237,0.243357041
6703,2,2,,7,5/5/2025,5/5/2025,4,2,1,1,3,2,1,3,4,2,1,1,5,4,1,1,1,1,2,2,2,1,99,2,2,2,2,1,1,2,2,2,2,2,6,6,4,3,3,2,2,,2,1,1,3,10,4,4,1,2,2,,2,3,1,0.35499632,0.877262493
2703,1,1,9,7,3/27/2025,3/27/2025,3,2,2,2,2,1,1,1,4,2,1,1,2,2,1,2,1,1,2,1,1,2,1,1,2,2,2,2,1,1,2,9,3,2,6,6,4,7,2,1,2,,2,2,1,1,2,1,1,2,2,1,2,7,3,1,0.17749816,0.269802663
17154,2,1,,10,5/5/2025,5/5/2025,3,2,3,2,3,2,3,2,4,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,12,3,2,5,6,3,6,3,1,3,2,2,2,1,1,10,4,1,1,2,1,2,5,2,2,1.604400946,0.921929163
9424,2,1,,10,5/27/2025,5/27/2025,2,1,1,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,4,4,2,4,6,3,3,2,2,3,99,9,2,1,1,8,3,1,2,1,1,3,3,3,1,0.802200473,0.188027445
18331,1,1,9,10,2/26/2025,2/26/2025,2,1,3,2,2,2,2,1,4,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,5,99,2,3,2,1,1,,1,2,1,1,9,3,1,1,1,2,,8,2,2,0.401100237,0.474121642
14543,2,1,,10,5/7/2025,5/7/2025,4,2,2,1,3,1,1,3,2,1,2,2,6,4,,,,,,,,,,,,,,1,1,2,1,2,2,2,2,6,2,2,3,1,2,,2,2,1,1,13,4,1,2,1,1,2,3,1,1,0.802200473,0.714638785
11447,1,1,9,10,2/27/2025,2/27/2025,4,2,1,2,4,1,2,4,4,2,1,1,2,2,2,,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,10,3,2,6,6,4,1,1,1,3,1,1,2,1,1,7,3,1,1,2,1,3,1,4,1,0.802200473,0.189588773
2542,2,1,,10,5/5/2025,5/5/2025,3,2,2,2,2,2,1,2,4,1,1,1,2,2,1,2,1,1,2,1,2,1,2,2,2,2,2,2,1,1,2,1,1,1,2,5,1,1,1,1,3,2,2,2,1,1,7,3,1,2,2,1,2,8,4,1,1.604400946,0.9476199
16291,2,1,,10,5/5/2025,5/5/2025,3,1,2,2,2,2,3,1,4,2,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,1,1,1,10,3,2,6,6,3,6,1,1,1,,1,2,1,1,12,4,1,1,2,1,2,8,3,1,1.604400946,0.696789034
16126,3,1,9,10,4/3/2025,4/3/2025,4,3,1,2,4,2,1,3,4,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,3,3,1,1,2,1,2,,2,2,1,1,8,3,1,2,1,1,2,1,2,1,0.802200473,0.360885574
16938,2,1,,10,5/8/2025,5/8/2025,2,1,1,2,2,1,2,2,4,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,,1,2,1,1,12,4,1,1,99,1,1,5,3,1,1.604400946,0.508456002
17634,2,1,,10,6/5/2025,6/5/2025,3,2,2,2,3,1,1,3,4,1,1,1,3,3,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,4,4,2,3,3,1,1,1,1,2,,2,2,1,1,11,4,1,2,1,1,2,4,1,1,0.802200473,0.569829408
15918,2,1,,8,6/2/2025,6/2/2025,4,2,1,2,4,2,1,4,4,2,1,1,3,3,1,2,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,4,4,1,1,3,1,3,1,1,1,99,3,8,3,2,2,3,2,,1,1,1,1.154893275,2.928016318
13060,1,1,9,2,3/8/2025,3/8/2025,2,1,3,1,2,2,2,1,4,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,3,1,1,2,1,1,,1,2,1,1,7,3,1,1,2,1,1,8,3,1,0.577363669,0.469198385
15731,2,1,,6,6/2/2025,6/2/2025,2,2,1,1,1,2,2,1,2,2,1,1,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,3,6,1,2,2,1,2,,2,1,1,3,12,4,1,2,1,1,1,5,3,1,0.783130842,0.322708265
586,2,1,,10,5/5/2025,5/5/2025,3,1,2,2,3,2,3,2,4,2,1,1,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,,1,2,1,1,8,3,1,1,2,1,3,7,4,1,1.604400946,0.428496373
3081,1,1,9,10,2/12/2025,2/12/2025,4,1,3,2,4,2,3,3,4,1,1,1,1,1,1,2,1,1,2,1,2,2,2,1,2,2,2,2,1,1,2,12,3,2,6,6,3,1,3,1,1,,1,2,1,1,3,2,1,2,1,1,1,2,3,2,0.401100237,0.469017447
10773,1,2,9,10,2/21/2025,2/21/2025,4,3,1,2,4,2,1,3,4,2,1,1,2,2,2,,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,5,6,3,4,3,3,3,1,1,1,1,3,2,1,1,1,2,2,,1,1,1,0.802200473,5.154897011
4724,1,1,9,10,3/11/2025,3/11/2025,2,3,2,2,2,2,1,1,4,1,1,2,3,3,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,6,3,6,1,1,2,,2,2,1,1,12,4,1,1,2,1,2,6,2,1,0.802200473,0.31576571
7819,2,1,,10,5/12/2025,5/12/2025,2,1,3,1,2,1,2,2,4,2,2,2,6,4,,,,,,,,,,,,,,1,2,,99,1,1,1,5,5,2,2,2,1,1,,1,2,1,1,8,3,1,2,3,1,1,2,2,2,2.406601419,2.122269128
5066,1,1,9,10,2/23/2025,2/23/2025,3,1,2,1,2,1,2,1,4,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,12,3,2,6,6,2,5,2,1,1,,1,2,1,1,10,4,1,1,3,1,1,99,1,1,1.20330071,0.726243825
6104,1,1,9,10,3/1/2025,3/1/2025,2,2,2,2,1,2,1,1,4,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,3,1,2,3,2,1,,1,2,3,5,1,1,1,1,3,2,,6,3,1,1.20330071,5.454124254
10068,1,1,9,10,2/28/2025,2/28/2025,3,2,1,2,3,1,1,1,4,1,1,1,2,2,1,2,1,1,2,1,2,2,2,1,2,2,2,1,1,1,2,12,3,2,4,4,3,6,1,1,3,2,2,2,1,1,4,2,1,2,2,1,2,8,3,1,0.802200473,0.718936283
1927,1,1,9,10,3/26/2025,3/26/2025,3,3,3,2,3,2,3,1,4,1,1,1,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,1,1,1,2,1,1,1,2,5,1,1,2,1,1,,1,2,1,1,10,4,1,2,2,1,1,8,3,2,0.802200473,0.362496066
13736,2,1,,10,5/6/2025,5/6/2025,3,2,1,2,3,2,3,4,4,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,1,1,1,2,1,1,1,2,1,1,1,2,2,4,99,9,2,1,1,10,4,1,2,2,2,,1,3,1,1.604400946,1.348089325
13451,1,1,9,10,2/26/2025,2/26/2025,3,2,1,2,2,2,1,1,4,1,1,1,2,2,2,,1,1,2,1,2,1,2,2,2,2,2,2,1,1,2,11,4,2,1,1,1,1,1,1,3,99,9,2,1,1,11,4,1,2,2,1,3,4,4,1,0.802200473,0.146192757
1943,1,1,9,6,3/24/2025,3/24/2025,4,2,2,2,5,2,3,3,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,2,5,3,1,5,2,1,1,,1,1,4,3,5,2,1,2,3,2,,8,3,1,1.174696263,1.261849696
6497,1,1,9,10,2/24/2025,2/24/2025,3,3,2,2,3,1,2,2,4,2,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,2,1,1,1,1,2,2,2,5,4,2,1,1,1,3,99,9,2,1,1,9,3,1,2,3,1,99,6,1,1,1.20330071,0.365245234
4326,1,1,9,10,2/25/2025,2/25/2025,2,1,2,2,2,1,2,1,2,1,1,1,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,1,1,2,5,4,2,5,1,1,1,,1,2,1,1,10,4,1,1,2,1,1,99,3,1,0.802200473,0.267073793
7100,1,1,9,10,2/23/2025,2/23/2025,4,3,3,2,2,1,2,2,4,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,2,2,2,1,1,2,10,3,2,6,6,4,7,1,1,1,,1,2,1,1,2,1,1,1,2,1,1,7,1,1,0.802200473,1.308360137
2126,2,1,,9,5/5/2025,5/5/2025,2,1,2,2,1,1,2,3,4,2,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,,1,2,1,1,9,3,1,2,1,1,1,5,1,1,0.450900596,0.319363323
3983,2,1,,10,5/5/2025,5/5/2025,2,1,3,2,2,2,2,1,4,1,1,1,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,3,6,1,3,2,1,3,1,1,2,1,1,10,4,1,1,1,1,1,6,3,2,0.802200473,0.324195471
3505,2,2,,7,5/5/2025,5/5/2025,4,1,1,2,3,2,1,4,2,2,1,1,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,3,1,2,,2,1,1,3,10,4,2,2,99,2,,1,3,1,0.35499632,0.764561054
9985,1,1,9,10,2/23/2025,2/23/2025,2,1,1,1,3,2,2,1,4,1,1,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,,1,1,5,3,6,2,4,2,2,1,1,8,1,1,0.802200473,0.937219727
11239,2,1,,10,5/30/2025,5/30/2025,4,3,2,2,3,1,3,3,4,1,1,1,2,2,1,2,1,1,1,1,2,2,1,2,2,1,2,1,1,1,2,12,3,2,6,6,4,6,3,1,4,99,9,2,2,2,6,2,1,1,2,2,,5,3,1,1.604400946,5.454124254
4546,2,1,,10,5/1/2025,5/1/2025,1,1,3,2,2,1,3,2,4,2,1,1,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,1,4,2,1,3,3,1,1,,1,2,1,1,9,3,1,2,2,1,1,5,1,1,1.604400946,1.307069531
5660,1,1,9,10,2/25/2025,2/25/2025,2,3,2,1,2,2,3,2,4,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,4,1,1,1,1,3,1,1,2,1,1,10,4,1,1,3,1,1,8,2,1,1.20330071,0.526981953
13461,2,1,,10,5/5/2025,5/5/2025,1,3,1,2,1,2,1,1,4,2,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,10,3,2,6,6,4,7,1,2,3,1,1,2,1,1,8,3,4,1,2,2,,99,3,1,1.604400946,1.820395733
13367,2,1,,9,5/1/2025,5/1/2025,3,2,1,2,3,1,1,2,4,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,2,2,2,1,1,2,1,1,2,6,6,2,6,1,2,3,2,2,2,1,1,3,2,1,1,1,1,2,8,2,1,0.450900596,0.389714104
17275,2,1,,10,5/19/2025,5/19/2025,3,1,3,1,2,2,1,4,4,2,2,2,6,4,,,,,,,,,,,,,,1,2,,2,3,4,1,4,1,1,1,3,1,2,,2,2,2,2,9,3,1,3,1,1,1,1,2,1,0.802200473,1.064956977
16778,2,1,,10,5/12/2025,5/12/2025,3,3,2,2,2,2,3,1,4,2,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,1,1,1,2,6,4,2,6,6,3,7,1,1,2,,2,2,1,1,10,4,4,1,5,1,2,8,2,1,2.406601419,0.569055509
15819,3,1,9,10,3/2/2025,3/2/2025,3,3,3,1,1,2,3,1,4,1,1,2,5,4,2,,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,12,3,2,5,6,4,7,2,1,3,1,1,2,1,1,11,4,1,2,1,1,1,1,4,1,0.802200473,0.424440992
10894,1,1,9,10,2/28/2025,2/28/2025,3,2,2,2,2,2,1,1,4,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,1,2,2,1,1,1,12,3,2,6,6,4,7,1,1,4,2,2,2,1,1,12,4,1,2,1,1,2,8,2,1,0.401100237,0.24722239
858,1,1,9,5,2/25/2025,2/25/2025,3,1,2,2,4,1,2,3,4,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,12,3,2,6,5,4,7,2,1,1,,1,2,1,1,6,2,1,1,1,1,1,4,4,2,0.312410389,0.371557246
7533,2,1,,10,5/2/2025,5/2/2025,3,1,2,2,3,1,2,2,4,1,1,1,2,2,1,2,1,1,1,1,2,2,2,2,2,2,1,2,1,1,2,1,1,1,1,4,1,1,2,1,1,,1,2,1,1,7,3,1,2,3,1,1,6,2,1,2.406601419,1.184219723
11733,2,1,,3,5/12/2025,5/12/2025,4,2,99,2,4,2,1,4,4,2,1,1,1,1,1,4,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,99,99,1,2,6,1,7,3,1,2,,2,2,2,2,9,3,1,2,99,1,2,1,3,1,0.471437876,0.400668245
2433,1,1,9,10,2/24/2025,2/24/2025,1,1,2,1,2,2,3,3,4,2,1,1,1,1,1,2,2,1,2,1,1,2,1,2,2,2,2,2,1,1,2,7,4,2,4,6,2,5,1,2,2,,2,2,4,4,3,2,1,2,1,1,99,99,4,1,0.401100237,0.536226676
12019,2,1,,8,5/5/2025,5/5/2025,3,1,2,2,4,2,1,2,2,1,2,2,6,4,,,,,,,,,,,,,,1,1,1,1,2,2,2,2,1,1,1,3,1,3,99,9,1,99,3,13,4,3,2,99,1,2,4,4,1,1.154893275,1.48775191
7701,2,1,,10,5/15/2025,5/15/2025,2,3,1,2,2,1,2,1,4,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,7,4,2,5,5,2,6,1,1,4,1,1,2,3,5,6,2,4,1,2,1,1,8,4,1,1.604400946,1.80058085
10084,3,1,9,10,4/16/2025,4/16/2025,2,2,1,2,2,2,1,2,4,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,6,1,1,1,1,3,2,2,2,1,1,7,3,1,1,2,1,99,8,3,1,1.604400946,0.896217105
15160,2,1,,9,5/12/2025,5/12/2025,4,2,1,2,5,2,3,4,4,2,1,1,3,3,2,,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,6,6,3,2,3,1,1,,1,2,1,1,5,2,1,2,2,2,,1,3,1,0.901801192,1.582577516
10936,2,1,,6,5/5/2025,5/5/2025,3,2,1,2,3,2,3,2,4,2,1,1,4,3,1,2,2,1,2,99,2,2,2,2,2,2,2,1,1,1,2,12,3,2,6,6,4,3,1,1,3,1,1,1,99,3,5,2,1,1,2,1,1,4,4,1,1.566261683,1.159839638
12875,3,1,9,10,3/3/2025,3/3/2025,3,2,3,2,3,2,3,3,4,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,4,4,1,1,2,1,2,,2,2,3,5,10,4,4,2,3,1,2,1,4,1,2.406601419,1.448710669
16397,2,1,,10,5/5/2025,5/5/2025,3,3,2,2,3,2,3,2,4,1,1,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,3,1,2,1,1,2,,2,2,1,1,9,3,1,2,2,2,,7,2,1,1.604400946,1.548242111
18042,2,1,,10,5/12/2025,5/12/2025,2,3,3,1,3,2,3,2,1,2,1,1,4,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,6,6,2,6,3,1,1,,1,2,1,1,12,4,1,1,2,1,1,3,3,2,1.604400946,1.182899918
12864,2,1,,10,5/15/2025,5/15/2025,3,3,2,2,2,1,1,3,4,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,12,3,2,6,6,3,6,1,1,3,2,2,2,1,1,12,4,1,2,1,1,2,2,4,1,0.802200473,0.371043189
13667,1,1,9,10,3/21/2025,3/21/2025,4,2,1,2,3,2,1,4,4,2,1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,2,2,2,1,1,2,2,2,2,4,3,1,2,2,1,2,,2,2,3,5,9,3,1,3,2,1,2,2,4,1,0.802200473,0.524413129
1699,1,1,9,10,2/22/2025,2/22/2025,3,1,3,1,2,2,2,2,4,2,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,1,1,2,1,3,99,9,2,5,4,10,4,1,2,1,1,99,3,3,2,0.401100237,0.287545934
2442,2,1,,8,5/6/2025,5/6/2025,3,3,1,2,2,2,3,4,1,1,1,1,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,1,5,4,2,5,1,3,3,2,2,1,1,3,4,2,1,2,2,2,,2,3,1,0.76992885,1.173754066
6080,1,1,9,10,2/22/2025,2/22/2025,2,1,2,2,2,1,3,1,4,1,1,1,2,2,1,2,2,1,1,1,2,1,2,1,2,2,2,2,1,1,2,1,1,1,4,6,2,5,1,1,1,,1,2,1,1,6,2,1,2,2,1,1,8,4,2,0.802200473,0.734938111
7954,2,1,,10,5/22/2025,5/22/2025,2,3,2,2,3,2,3,1,4,2,1,1,2,2,1,2,2,1,99,1,2,2,2,2,2,2,2,2,1,1,1,5,4,2,3,4,1,3,1,1,2,,2,2,1,1,13,4,1,2,1,1,2,5,3,1,0.802200473,0.538211475
13728,2,1,,6,5/22/2025,5/22/2025,2,2,2,1,2,2,1,1,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,6,5,1,1,3,1,2,,2,2,2,2,13,4,1,2,2,1,2,4,3,1,1.566261683,1.34685401
17665,1,1,9,10,3/6/2025,3/6/2025,3,3,3,1,3,2,2,2,4,2,1,1,2,2,1,2,1,1,2,2,1,2,1,2,2,2,2,1,1,1,2,1,1,2,4,5,2,1,3,1,3,1,1,2,1,1,4,2,1,2,3,1,1,1,3,2,1.20330071,1.355669173
6443,1,1,9,10,2/24/2025,2/24/2025,2,3,2,2,2,2,3,1,4,1,1,1,2,2,1,2,1,1,2,1,2,1,1,2,2,2,2,2,1,1,2,1,1,2,2,6,1,2,1,1,3,2,2,2,1,1,2,1,1,2,2,1,2,7,1,1,0.802200473,1.055923353
8770,2,1,,10,6/9/2025,6/9/2025,3,3,3,99,4,2,2,4,4,1,1,2,5,4,2,,1,1,2,2,2,2,1,2,2,2,2,1,2,,2,1,1,99,99,6,1,1,2,1,4,99,9,2,1,1,8,3,1,2,1,1,1,1,3,2,0.802200473,0.808920961
